2020-10-07,3360
2020-10-08,3356
2020-10-09,3342
2020-10-10,3334
2020-10-11,3324
2020-10-12,3316
2020-10-13,3306
2020-10-14,3310
2020-10-15,3308
2020-10-16,3314
2020-10-17,3307
2020-10-18,3303
2020-10-19,3322
2020-10-20,3325
2020-10-21,3315
2020-10-22,3327
2020-10-23,3321
2020-10-24,3309
2020-10-25,3305
2020-10-26,3304
2020-10-27,3312
2020-10-28,3310
2020-10-29,3321
2020-10-30,3320
2020-10-31,3309
2020-11-01,3278
2020-11-02,3264
2020-11-03,3246
2020-11-04,3247
2020-11-05,3261
2020-11-06,3249
2020-11-07,3239
2020-11-08,3235
2020-11-09,3240
2020-11-10,3232
2020-11-11,3218
2020-11-12,3219
2020-11-13,3193
2020-11-14,3193
2020-11-15,3176
2020-11-16,3172
2020-11-17,3163
2020-11-18,3160
2020-11-19,3141
2020-11-20,3140
2020-11-21,3130
2020-11-22,3134
2020-11-23,3130
2020-11-24,3131
2020-11-25,3142
2020-11-26,3142
2020-11-27,3144
2020-11-28,3145
2020-11-29,3137
2020-11-30,3146
2020-12-01,3154
2020-12-02,3151
2020-12-03,3130
2020-12-04,3121
2020-12-05,3110
2020-12-06,3107
2020-12-07,3109
2020-12-08,3100
2020-12-09,3090
2020-12-10,3095
2020-12-11,3100
2020-12-12,3086
2020-12-13,3075
2020-12-14,3074
2020-12-15,3059
2020-12-16,3046
2020-12-17,3040
2020-12-18,3038
2020-12-19,3034
2020-12-20,3022
2020-12-21,3038
2020-12-22,3021
2020-12-23,3010
2020-12-24,3005
2020-12-25,3011
2020-12-26,3015
2020-12-27,3010
2020-12-28,3011
2020-12-29,3001
2020-12-30,3032
2020-12-31,3049
